25|1|0.05|0.88
27|1|0.04|0.94
73|1|0.05|0.81
142|1|0.04|0.81
335|1|0.05|0.82
372|1|0.05|0.81
435|1|0.05|0.86
764|1|0.08|0.8
780|1|0.04|0.85
961|1|0.05|0.81
998|1|0.04|0.86
1010|1|0.04|0.93
1065|1|0.04|0.84
1074|1|0.03|0.88
1086|1|0.04|0.81
1108|1|0.07|0.84
1124|1|0.04|0.86
1304|1|0.05|0.86
1817|1|0.04|0.87
2292|1|0.07|0.87
2717|1|0.03|0.81
2762|1|0.04|0.9
2825|1|0.03|0.81
3815|1|0.04|0.87
4355|1|0.04|0.94
99 15|1|0.04|0.8
58 326|1|0.05|0.9
58 1285|1|0.04|0.87
649 274|1|0.03|0.8
1304 274|1|0.04|0.89
1285 326|1|0.04|0.8
649 1285|1|0.04|0.85
