17|1|0.03|0.91
25|1|0.05|0.88
27|1|0.04|0.94
73|1|0.05|0.81
100|1|0.03|0.92
138|1|0.02|0.98
140|1|0.02|0.81
142|1|0.04|0.81
143|1|0.02|0.9
157|1|0.02|0.93
196|1|0.02|0.88
230|1|0.02|0.8
250|1|0.03|0.84
260|1|0.03|0.84
276|1|0.02|0.86
282|1|0.02|0.91
314|1|0.02|0.81
335|1|0.05|0.82
360|1|0.03|0.86
371|1|0.03|0.84
372|1|0.05|0.81
434|1|0.02|0.85
435|1|0.05|0.86
456|1|0.02|0.87
457|1|0.02|0.92
460|1|0.02|0.85
467|1|0.02|0.8
491|1|0.02|0.84
525|1|0.02|0.85
550|1|0.03|0.9
609|1|0.02|0.91
618|1|0.02|0.82
710|1|0.02|0.83
727|1|0.02|0.92
734|1|0.02|0.87
735|1|0.02|0.9
750|1|0.02|0.81
751|1|0.02|0.82
764|1|0.08|0.8
772|1|0.03|0.86
777|1|0.03|0.83
780|1|0.04|0.85
908|1|0.02|0.96
947|1|0.02|0.86
961|1|0.05|0.81
998|1|0.04|0.86
1010|1|0.04|0.93
1032|1|0.03|0.88
1045|1|0.03|0.85
1052|1|0.02|0.83
1053|1|0.02|0.95
1054|1|0.02|0.8
1065|1|0.04|0.84
1074|1|0.03|0.88
1081|1|0.02|0.97
1086|1|0.04|0.81
1089|1|0.02|0.87
1094|1|0.02|0.88
1108|1|0.07|0.84
1124|1|0.04|0.86
1140|1|0.02|0.82
1145|1|0.02|0.85
1169|1|0.03|0.84
1175|1|0.02|0.82
1190|1|0.02|0.84
1192|1|0.03|0.83
1228|1|0.02|0.86
1242|1|0.02|0.85
1259|1|0.02|0.85
1273|1|0.03|0.83
1277|1|0.02|0.87
1284|1|0.03|0.82
1293|1|0.03|0.9
1302|1|0.02|0.89
1304|1|0.05|0.86
1322|1|0.03|0.96
1341|1|0.02|0.83
1391|1|0.02|0.83
1397|1|0.02|0.84
1439|1|0.02|0.83
1571|1|0.03|0.91
1584|1|0.02|0.83
1701|1|0.02|0.85
1728|1|0.02|0.82
1729|1|0.02|0.91
1733|1|0.02|0.87
1738|1|0.02|0.89
1751|1|0.02|0.88
1774|1|0.02|0.83
1779|1|0.02|0.9
1817|1|0.04|0.87
1832|1|0.03|0.8
1848|1|0.03|0.84
1931|1|0.02|0.87
1961|1|0.03|0.83
2027|1|0.02|0.89
2065|1|0.02|0.82
2082|1|0.02|0.96
2292|1|0.07|0.87
2353|1|0.02|0.81
2354|1|0.02|0.86
2394|1|0.02|0.91
2475|1|0.03|0.81
2478|1|0.02|0.81
2671|1|0.02|0.87
2680|1|0.02|0.86
2681|1|0.02|0.83
2717|1|0.03|0.81
2735|1|0.02|0.93
2758|1|0.02|0.93
2762|1|0.04|0.9
2825|1|0.03|0.81
2895|1|0.02|0.82
2962|1|0.02|0.81
2973|1|0.02|0.96
3296|1|0.02|0.86
3339|1|0.02|0.92
3352|1|0.02|0.85
3533|1|0.02|0.88
3583|1|0.03|0.84
3601|1|0.02|0.93
3815|1|0.04|0.87
3826|1|0.02|0.82
3880|1|0.02|0.93
3889|1|0.02|0.89
4000|1|0.02|0.84
4289|1|0.02|0.81
4292|1|0.02|0.81
4355|1|0.04|0.94
4708|1|0.02|0.89
4782|1|0.03|0.93
4834|1|0.02|0.97
4944|1|0.03|0.99
5255|1|0.03|0.83
5546|1|0.02|0.9
5547|1|0.02|0.82
5583|1|0.03|0.8
6245|1|0.02|0.8
6258|1|0.02|0.86
6316|1|0.02|0.86
6435|1|0.02|0.9
6698|1|0.02|0.89
7443|1|0.02|1.0
7446|1|0.02|0.98
8429|1|0.02|0.95
1701|15|0.02|0.87
2094|15|0.02|0.87
525|25|0.02|0.82
4834|274|0.02|0.88
7485|274|0.02|0.8
4062|910|0.02|0.84
5726|1271|0.02|0.82
5729|1271|0.02|0.87
3533|1285|0.03|0.94
4834|1285|0.02|0.94
8070|1285|0.02|0.98
5729|1749|0.02|0.82
1774|3850|0.02|0.82
4000|1774|0.02|0.85
1774|4000|0.02|0.84
3222|2475|0.02|0.82
4049|2475|0.02|0.83
4062|2475|0.02|0.87
4000|3850|0.02|0.86
7443|4355|0.02|0.94
7443|4782|0.02|0.94
7446|4782|0.02|0.98
99 15|1|0.04|0.8
15 143|1|0.02|0.92
15 335|1|0.02|0.85
772 15|1|0.02|0.92
15 823|1|0.02|0.87
1284 15|1|0.02|0.89
1285 15|1|0.02|0.91
2292 15|1|0.02|0.88
25 274|1|0.02|0.9
144 58|1|0.02|0.88
58 326|1|0.05|0.9
58 435|1|0.02|0.89
649 58|1|0.03|0.82
58 971|1|0.02|0.83
58 1150|1|0.03|0.84
58 1285|1|0.04|0.87
1304 58|1|0.02|0.94
99 326|1|0.02|0.86
99 1108|1|0.02|0.89
99 1150|1|0.02|0.82
99 2292|1|0.02|0.86
1285 143|1|0.02|0.93
144 274|1|0.02|0.88
144 297|1|0.02|0.81
144 649|1|0.02|0.91
144 1273|1|0.02|0.82
144 1285|1|0.02|0.93
259 326|1|0.03|0.8
297 274|1|0.02|0.83
360 274|1|0.02|0.88
274 372|1|0.02|0.89
649 274|1|0.03|0.8
274 764|1|0.03|0.82
961 274|1|0.02|0.89
274 998|1|0.02|0.92
274 1010|1|0.02|0.96
274 1055|1|0.03|0.8
274 1086|1|0.02|0.84
1304 274|1|0.04|0.89
1817 274|1|0.02|0.88
274 2292|1|0.02|0.81
2762 274|1|0.02|0.89
3296 274|1|0.02|0.89
4834|1 274|0.02|0.85
1 4834|274|0.02|0.88
274 4834|1|0.02|0.97
281 326|1|0.02|0.81
297 326|1|0.02|0.88
649 326|1|0.02|0.84
326 823|1|0.02|0.86
1010 326|1|0.02|0.97
1285 326|1|0.04|0.8
1749 326|1|0.02|0.85
335 823|1|0.02|0.88
360 1285|1|0.02|0.95
436 1774|1|0.02|0.81
609 1285|1|0.02|0.91
649 1010|1|0.02|0.97
649 1285|1|0.04|0.85
649 4834|1|0.02|1.0
772 823|1|0.02|0.86
772 1285|1|0.02|0.89
1010 1285|1|0.02|0.99
1010 4834|1|0.02|0.98
1074 1285|1|0.02|0.88
1169 1285|1|0.02|0.91
1284 1285|1|0.02|0.89
1285 1341|1|0.02|0.94
3533|1 1285|0.02|0.86
1 3533|1285|0.02|0.97
1285 3533|1|0.02|0.91
1285 3815|1|0.02|0.82
4834|1 1285|0.02|0.94
1 4834|1285|0.02|0.97
4834 1285|1|0.02|1.0
3850 1774|1|0.02|0.81
4000 1|1774|0.02|0.84
4000 1774|1|0.02|0.83
1 1774|4000|0.02|0.84
4000 1|3850|0.02|0.84
4000 3850|1|0.02|0.81
4355 4782|1|0.02|0.97
7443|1 4355|0.02|0.94
1 7443|4355|0.02|0.94
4355 7443|1|0.02|1.0
7443|1 4782|0.02|0.94
1 7443|4782|0.02|0.94
7443 4782|1|0.02|1.0
7446|1 4782|0.02|0.96
1 7446|4782|0.02|0.98
4782 7446|1|0.02|0.98
436 1774|14|0.02|0.82
1774 14|436|0.02|0.89
436 14|1774|0.02|0.94
3850 436|14|0.02|0.83
436 14|3850|0.02|0.98
1774 14|3850|0.02|0.93
1774 14|4000|0.02|0.91
4000 14|1774|0.02|0.93
4000 14|3850|0.02|0.95
1285 143|15|0.02|0.88
15 143|1285|0.02|0.84
772 15|1285|0.02|0.85
2114 15|1150|0.02|0.89
1284 15|1285|0.02|0.91
3533 15|1285|0.02|0.98
1304 58|274|0.02|0.8
144 1285|274|0.02|0.84
449 1285|274|0.02|0.85
649 1010|274|0.02|0.82
274 1010|1285|0.02|0.85
1010 1285|274|0.02|0.85
4834|274 1285|0.02|0.83
274 4834|1285|0.02|0.95
4834 1285|274|0.02|0.89
357 1749|1271|0.02|0.89
3850 436|1774|0.02|0.95
3850 1774|436|0.02|0.91
436 1774|3850|0.02|0.98
4000 436|1774|0.02|0.97
4000 1774|436|0.02|0.83
436 1774|4000|0.02|0.92
4000 3850|436|0.02|0.83
4000 436|3850|0.02|0.98
3850 436|4000|0.02|0.91
649 1010|1285|0.02|0.89
1010 1285|649|0.02|0.82
649 4834|1285|0.02|0.98
4834 1285|649|0.02|0.81
772 823|1285|0.02|0.88
1749 5726|1271|0.02|0.89
5726 1271|1749|0.02|0.82
4000 1950|1774|0.02|0.98
1774 1950|4000|0.02|0.94
4000 1961|1774|0.02|0.89
1961 1774|4000|0.02|0.94
